OBS,DURATION,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,AMOUNT,INSTALL_RATE,CO_APPLICANT,GUARANTOR,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
293,24,0,1,0,0,0,0,6419,2,0,0,0,1,44,0,0,0,2,2,1,0,1
294,42,0,1,0,0,0,0,4796,4,0,0,0,1,56,0,0,0,1,1,0,0,1
295,48,0,0,0,0,0,1,7629,4,0,0,0,0,46,1,0,1,2,2,0,0,1
296,48,0,0,1,0,0,0,9960,1,0,0,0,0,26,0,0,1,1,1,1,0,0
297,12,0,1,0,0,0,0,4675,1,0,0,0,0,20,0,1,0,1,1,0,0,1
298,10,1,0,0,0,0,0,1287,4,1,0,0,0,45,0,0,1,1,1,0,1,1
299,18,0,0,1,0,0,0,2515,3,0,0,1,0,43,0,0,1,1,1,1,0,1
300,21,0,0,1,0,0,0,2745,3,0,0,0,0,32,0,0,1,2,1,1,0,1
301,6,1,0,0,0,0,0,672,1,0,0,1,0,54,0,0,1,1,1,1,0,1
302,36,0,0,0,1,0,0,3804,4,0,0,0,0,42,0,0,1,1,1,1,0,0
303,24,1,0,0,0,0,0,1344,4,0,0,1,0,37,1,0,1,2,2,0,0,0
304,10,1,0,0,0,0,0,1038,4,1,0,0,0,49,0,0,1,2,1,1,0,1
305,48,1,0,0,0,0,0,10127,2,0,0,0,1,44,1,0,0,1,1,0,0,0
306,6,0,0,1,0,0,0,1543,4,0,0,1,0,33,0,0,1,1,1,0,0,1
307,30,0,1,0,0,0,0,4811,2,0,0,0,0,24,1,1,0,1,1,0,0,1
308,12,0,0,0,1,0,0,727,4,0,0,0,1,33,0,0,1,1,1,1,0,0
309,8,0,0,1,0,0,0,1237,3,0,0,1,0,24,0,0,1,1,1,0,0,0
310,9,1,0,0,0,0,0,276,4,0,0,1,0,22,0,1,0,1,1,0,0,1
311,48,0,0,0,0,0,0,5381,3,0,0,0,1,40,1,0,0,1,1,1,0,1
312,24,0,0,1,0,0,0,5511,4,0,0,0,0,25,1,0,1,1,1,0,0,1
313,24,0,0,1,0,0,0,3749,2,0,0,0,0,26,0,0,1,1,1,0,0,1
314,12,1,0,0,0,0,0,685,2,0,0,0,0,25,1,0,1,1,1,0,0,0
315,4,1,0,0,0,0,0,1494,1,0,0,1,0,29,0,0,1,1,2,0,1,1
316,36,0,0,1,0,0,0,2746,4,0,0,0,0,31,1,0,1,1,1,0,0,0
317,12,0,0,1,0,0,0,708,2,0,1,0,0,38,0,0,1,1,2,0,0,1
318,24,0,0,1,0,0,0,4351,1,0,0,0,0,48,0,0,1,1,1,1,0,1
319,12,0,0,0,0,1,0,701,4,0,0,0,0,32,0,0,1,2,1,0,0,1
320,15,0,0,1,0,0,0,3643,1,0,0,0,0,27,0,0,1,2,1,0,0,1
321,30,1,0,0,0,0,0,4249,4,0,0,0,0,28,0,0,1,2,1,0,0,0
322,24,0,0,0,1,0,0,1938,4,0,0,0,0,32,0,0,1,1,1,0,0,0
323,24,0,1,0,0,0,0,2910,2,0,0,0,1,34,0,0,0,1,1,1,0,1
324,18,0,0,1,0,0,0,2659,4,0,0,0,0,28,0,0,1,1,1,0,0,1
325,18,1,0,0,0,0,0,1028,4,0,0,1,0,36,0,0,1,2,1,0,0,1
326,8,1,0,0,0,0,0,3398,1,0,0,1,0,39,0,0,1,2,1,0,1,1
327,12,0,0,1,0,0,0,5801,2,0,0,0,0,49,0,1,0,1,1,1,0,1
328,24,1,0,0,0,0,0,1525,4,0,0,0,0,34,0,0,1,1,2,1,0,1
329,36,0,0,0,1,0,0,4473,4,0,0,0,0,31,0,0,1,1,1,0,0,1
330,6,0,0,0,1,0,0,1068,4,0,0,0,0,28,0,0,1,1,2,0,0,1
331,24,0,1,0,0,0,0,6615,2,0,0,0,1,75,0,0,0,2,1,1,0,1
332,18,0,0,0,0,1,0,1864,4,0,0,1,0,30,0,0,1,2,1,0,0,0
333,60,1,0,0,0,0,0,7408,4,0,0,0,0,24,0,0,1,1,1,0,0,0
334,48,0,1,0,0,0,0,11590,2,0,0,0,0,24,1,1,0,2,1,0,0,0
335,24,0,0,1,0,0,0,4110,3,0,0,0,1,23,1,1,0,2,2,0,0,0
336,6,0,0,1,0,0,0,3384,1,0,0,1,0,44,0,1,0,1,1,1,0,0
337,13,0,0,0,1,0,0,2101,2,0,1,0,0,23,0,0,1,1,1,0,0,1
338,15,0,0,0,0,0,0,1275,4,0,0,0,0,24,0,1,0,1,1,0,0,0
339,24,0,0,1,0,0,0,4169,4,0,0,0,0,28,0,0,1,1,1,0,0,1
340,10,0,0,1,0,0,0,1521,4,0,0,0,0,31,0,0,1,1,1,0,0,1
341,24,0,0,0,0,1,0,5743,2,0,0,0,1,24,0,0,0,2,1,1,0,1
342,21,0,0,1,0,0,0,3599,1,0,0,0,0,26,0,1,0,1,1,0,0,1
343,18,0,0,0,1,0,0,3213,1,0,0,1,0,25,0,1,0,1,1,0,0,1
344,18,0,0,0,0,0,1,4439,1,1,0,1,0,33,1,0,1,1,1,1,0,1
345,10,1,0,0,0,0,0,3949,1,0,1,0,0,37,0,0,1,1,2,0,0,1
346,15,0,0,0,1,0,0,1459,4,0,0,0,0,43,0,0,1,1,1,0,0,1
347,13,0,0,0,1,0,0,882,4,0,1,1,0,23,0,0,1,2,1,0,0,1
348,24,0,0,0,1,0,0,3758,1,0,0,0,1,23,0,1,0,1,1,0,0,1
349,6,0,0,0,0,0,1,1743,1,0,0,1,0,34,0,0,1,2,1,0,0,1
350,9,0,0,0,0,1,0,1136,4,0,0,0,1,32,0,0,0,2,2,0,0,0
351,9,0,0,0,0,0,0,1236,1,0,0,1,0,23,0,1,0,1,1,1,0,1
352,9,0,0,1,0,0,0,959,1,0,0,0,0,29,0,0,1,1,1,0,1,0
353,,0,1,0,0,0,0,3229,2,0,0,0,1,38,0,0,1,1,1,1,0,1
354,12,0,0,0,1,0,0,6199,4,0,0,0,0,28,0,1,0,2,1,1,0,0
355,10,0,0,0,0,1,0,727,4,0,0,0,1,46,0,0,0,1,1,1,0,1
356,24,1,0,0,0,0,0,1246,4,0,0,1,0,23,1,0,1,1,1,0,0,0
357,12,0,0,0,1,0,0,2331,1,1,0,1,0,49,0,0,1,1,1,1,0,1
358,36,0,0,0,1,0,0,4463,4,0,0,0,0,26,0,0,1,2,1,1,0,0
359,12,0,0,0,1,0,0,776,4,0,0,1,0,28,0,0,1,1,1,0,0,1
360,30,0,0,1,0,0,0,2406,4,0,0,1,0,23,0,1,0,1,1,0,0,0
361,18,0,0,0,0,1,0,1239,4,0,0,0,1,61,0,0,0,1,1,0,0,1
362,12,0,0,0,1,0,0,3399,2,0,0,0,0,37,0,0,1,1,1,0,0,1
363,12,1,0,0,0,0,0,2247,2,0,0,0,0,36,1,0,1,2,1,1,0,1
364,6,0,0,1,0,0,0,1766,1,0,0,0,0,21,0,1,0,1,1,0,0,1
365,18,0,0,1,0,0,0,2473,4,0,0,0,0,25,0,0,1,1,1,0,0,0
366,12,0,0,0,0,0,1,1542,2,0,0,0,0,36,0,0,1,1,1,1,0,1
367,18,0,1,0,0,0,0,3850,3,0,0,0,0,27,0,0,1,2,1,0,0,1
368,18,0,0,1,0,0,0,3650,1,0,0,0,0,22,0,1,0,1,1,0,0,1
369,36,0,0,1,0,0,0,3446,4,0,0,0,0,42,0,0,1,1,2,0,0,0
370,18,0,0,1,0,0,0,3001,2,0,0,1,0,40,0,1,0,1,1,0,0,1
371,36,1,0,0,0,0,0,3079,4,0,0,1,0,36,0,0,1,1,1,0,0,1
372,18,0,0,0,1,0,0,6070,3,0,0,0,0,33,0,0,1,2,1,1,0,1
373,10,0,0,1,0,0,0,2146,1,0,0,1,0,23,0,1,0,2,1,0,0,1
374,60,1,0,0,0,0,0,13756,2,0,0,0,1,63,1,0,0,1,1,1,0,1
375,60,0,0,0,0,0,0,14782,3,0,0,0,1,60,1,0,0,2,1,1,0,0
376,48,0,0,0,0,0,1,7685,2,0,1,0,0,37,0,1,0,1,1,0,0,0
377,18,0,0,0,1,0,0,2320,2,0,0,1,0,34,0,0,1,2,1,0,0,1
378,7,0,0,0,1,0,0,846,3,0,0,0,1,36,0,0,0,1,1,0,0,1
379,36,1,0,0,0,0,0,14318,4,0,0,0,1,57,0,0,0,1,1,1,0,0
380,6,1,0,0,0,0,0,362,4,0,0,0,0,52,0,0,1,2,1,0,0,1
381,20,0,0,1,0,0,0,2212,4,0,0,0,0,39,0,0,1,1,1,1,0,1
382,18,0,1,0,0,0,0,12976,3,0,0,0,1,38,0,0,0,1,1,1,0,0
383,22,1,0,0,0,0,0,1283,4,0,0,0,0,25,0,1,0,1,1,0,0,1
384,12,1,0,0,0,0,0,1330,4,0,0,1,0,26,0,0,1,1,1,0,0,1
385,30,0,0,0,0,0,1,4272,2,0,0,0,0,26,0,0,1,2,1,0,0,1
386,18,0,0,0,1,0,0,2238,2,0,0,0,0,25,0,0,1,2,1,0,0,1
387,18,0,0,0,1,0,0,1126,4,0,0,1,0,21,0,1,0,1,1,1,0,1
388,18,0,0,1,0,0,0,7374,4,0,0,0,0,40,1,0,1,2,1,1,0,1
389,15,0,0,0,0,0,1,2326,2,0,0,0,0,27,1,0,1,1,1,0,0,1
390,9,0,0,0,0,0,1,1449,3,0,0,0,0,27,0,0,1,2,1,0,0,1
391,18,1,0,0,0,0,0,1820,2,0,0,0,0,30,0,0,1,1,1,1,0,1
392,12,0,0,1,0,0,0,983,1,0,0,1,0,19,0,1,0,1,1,0,0,1
393,36,1,0,0,0,0,0,3249,2,0,0,0,1,39,1,0,0,1,2,1,0,1
394,6,0,0,0,1,0,0,1957,1,0,0,0,0,31,0,0,1,1,1,0,0,1
395,,0,0,1,0,0,0,2406,2,0,0,0,0,31,0,0,1,1,1,0,0,1
396,39,0,0,0,0,1,0,11760,2,0,0,0,1,32,0,1,0,1,1,1,0,1
397,12,0,0,1,0,0,0,2578,3,0,0,0,1,55,0,0,0,1,1,0,0,1
398,36,0,0,1,0,0,0,2348,3,0,0,0,0,46,0,0,1,2,1,1,0,1
399,12,1,0,0,0,0,0,1223,1,0,0,1,0,46,0,1,0,2,1,0,0,0
400,24,0,0,0,1,0,0,1516,4,0,0,1,0,43,0,0,1,2,1,0,0,1
401,18,0,0,0,1,0,0,1473,3,0,0,1,0,39,0,0,1,1,1,1,0,1
402,18,0,0,0,0,0,1,1887,4,0,0,1,0,28,1,0,1,2,1,0,0,1
403,24,0,0,0,0,0,1,8648,2,0,0,0,0,27,1,0,1,2,1,1,0,0
404,14,1,0,0,0,0,0,802,4,0,0,0,0,27,0,0,1,2,1,0,0,1
405,18,1,0,0,0,0,0,2899,4,0,0,0,0,43,0,0,1,1,2,0,0,1
406,24,0,0,0,1,0,0,2039,1,0,0,0,0,22,0,0,1,1,1,1,0,0
407,24,0,1,0,0,0,0,2197,4,0,0,0,0,43,0,0,1,2,2,1,0,1
408,15,0,0,0,1,0,0,1053,4,0,0,1,0,27,0,0,1,1,1,0,1,1
409,24,0,0,0,1,0,0,3235,3,0,0,0,0,26,0,0,1,1,1,1,0,1
410,12,1,0,0,0,0,0,939,4,0,0,1,0,28,0,0,1,3,1,1,0,0
411,24,0,0,0,1,0,0,1967,4,0,0,0,0,20,0,0,1,1,1,1,0,1
412,33,0,1,0,0,0,0,7253,3,0,0,0,0,35,0,0,1,2,1,1,0,1
413,12,0,0,0,0,0,1,2292,4,0,0,0,0,42,1,0,1,2,1,1,0,0
414,10,1,0,0,0,0,0,1597,3,0,0,0,1,40,0,1,0,1,2,0,1,1
415,24,1,0,0,0,0,0,1381,4,0,0,0,0,35,0,0,1,1,1,0,0,0
416,36,0,1,0,0,0,0,5842,2,0,0,0,0,35,0,0,1,2,2,1,0,1
417,12,1,0,0,0,0,0,2579,4,0,0,1,0,33,0,0,1,1,2,0,0,0
418,18,0,0,0,0,1,0,8471,1,0,0,0,0,23,0,1,0,2,1,1,0,1
419,21,1,0,0,0,0,0,2782,1,0,0,0,0,31,1,0,1,1,1,0,0,1
420,18,1,0,0,0,0,0,1042,4,0,0,0,0,33,0,0,1,1,1,0,0,0
421,15,1,0,0,0,0,0,3186,2,0,0,0,0,20,0,1,0,1,1,0,0,1
422,12,0,1,0,0,0,0,2028,4,0,0,0,0,30,0,0,1,1,1,0,0,1
423,12,1,0,0,0,0,0,958,2,0,0,1,0,47,0,0,1,2,2,0,0,1
424,21,0,0,1,0,0,0,1591,4,0,0,1,0,34,0,0,1,2,1,0,0,1
425,12,0,0,1,0,0,0,2762,1,0,0,0,0,25,1,0,1,1,1,1,0,0
426,18,0,1,0,0,0,0,2779,1,0,0,0,0,21,0,1,0,1,1,1,0,1
427,28,0,0,0,1,0,0,2743,4,0,0,0,0,29,0,0,1,2,1,0,0,1
428,18,0,0,0,1,0,0,1149,4,0,0,1,0,46,0,0,1,2,1,0,0,1
429,9,0,0,1,0,0,0,1313,1,0,0,0,0,20,0,0,1,1,1,0,0,1
430,18,0,0,0,0,0,0,1190,2,0,0,0,1,55,0,0,0,3,2,0,0,0
431,5,0,0,0,0,0,1,3448,1,0,0,1,0,74,0,0,1,1,1,0,0,1
432,24,0,0,0,0,0,0,11328,2,1,0,0,0,29,1,0,1,2,1,1,0,0
433,6,0,0,1,0,0,0,1872,4,0,0,0,1,36,0,0,0,3,1,1,0,1
434,24,0,0,0,0,0,0,2058,4,0,0,1,0,33,0,0,1,2,1,1,0,1
435,9,0,0,1,0,0,0,2136,3,0,0,1,0,25,0,0,1,1,1,0,0,1
436,12,0,0,0,1,0,0,1484,2,0,0,1,0,25,0,0,1,1,1,1,0,0
437,6,0,0,0,0,0,0,660,2,0,0,1,0,23,0,1,0,1,1,0,0,1
438,24,1,0,0,0,0,0,1287,4,0,0,1,0,37,0,0,1,2,1,1,0,1
439,42,0,0,0,0,0,0,3394,4,1,0,0,0,65,0,0,1,2,1,0,0,1
440,12,0,0,0,0,0,1,609,4,0,0,1,0,26,0,0,1,1,1,0,0,0
441,12,1,0,0,0,0,0,1884,4,0,0,0,0,39,0,0,1,1,1,1,0,1
442,12,0,0,1,0,0,0,1620,2,1,0,0,0,30,0,0,1,1,1,0,0,1
443,20,0,0,0,0,0,0,2629,2,0,0,0,0,29,1,0,1,2,1,1,0,1
444,12,0,0,0,0,1,0,719,4,0,0,0,0,41,1,0,1,1,2,0,0,0
445,48,0,0,1,0,0,0,5096,2,0,0,0,0,30,0,0,1,1,1,1,0,0
446,9,0,0,0,0,1,0,1244,4,0,0,0,0,41,0,1,0,2,1,0,0,1
447,36,1,0,0,0,0,0,1842,4,0,0,0,0,34,0,0,1,1,1,1,0,0
448,7,0,0,0,1,0,0,2576,2,0,1,1,0,35,0,0,1,1,1,0,0,1
449,12,0,0,1,0,0,0,1424,3,0,0,1,0,55,0,0,1,1,1,1,0,1
450,15,0,0,0,0,0,0,1512,3,0,0,0,0,61,1,0,1,2,1,0,0,0
451,36,0,1,0,0,0,0,11054,4,0,0,0,0,30,0,0,1,1,1,1,0,1
452,6,0,0,0,1,0,0,518,3,0,0,1,0,29,0,0,1,1,1,0,0,1
453,12,0,0,1,0,0,0,2759,2,0,0,0,0,34,0,0,1,2,1,0,0,1
454,24,0,1,0,0,0,0,2670,4,0,0,0,0,35,0,0,1,1,1,1,0,1
455,24,1,0,0,0,0,0,4817,2,1,0,0,0,31,0,0,1,1,1,1,0,0
456,24,0,1,0,0,0,0,2679,4,0,0,0,1,29,0,0,1,1,1,1,0,1
457,11,1,0,0,0,0,0,3905,2,0,0,1,0,36,0,1,0,2,2,0,0,1
458,12,0,1,0,0,0,0,3386,3,0,0,0,1,35,0,0,0,1,1,1,0,0
459,6,0,0,0,0,0,0,343,4,0,0,1,0,27,0,0,1,1,1,0,0,1
460,18,0,0,0,1,0,0,4594,3,0,0,0,0,32,0,0,1,1,1,1,0,1
461,36,0,0,1,0,0,0,3620,1,0,1,0,0,37,0,0,1,1,2,0,0,1
462,15,1,0,0,0,0,0,1721,2,0,0,1,0,36,0,0,1,1,1,0,0,1
463,12,0,0,1,0,0,0,3017,3,0,0,1,0,34,0,1,0,1,1,0,0,1
464,12,0,0,0,0,0,0,754,4,0,0,0,0,38,0,0,1,2,1,0,0,1
465,18,0,0,0,0,0,1,1950,4,0,0,0,0,34,1,0,1,2,1,1,0,1
466,24,0,1,0,0,0,0,2924,3,0,1,0,1,63,1,0,1,1,2,1,0,1
467,24,0,0,0,1,0,0,1659,4,0,0,0,0,29,0,1,0,1,1,1,0,0
468,48,0,0,0,1,0,0,7238,3,0,0,0,0,32,1,0,1,2,2,0,0,1
469,33,0,0,0,0,0,1,2764,2,0,0,0,0,26,0,0,1,2,1,1,0,1
470,24,0,1,0,0,0,0,4679,3,0,0,0,0,35,0,0,1,2,1,1,0,1
471,24,0,0,0,1,0,0,3092,3,0,0,0,0,22,0,1,0,1,1,1,0,0
472,6,0,0,0,0,1,0,448,4,0,0,0,0,23,0,0,1,1,1,0,0,0
473,9,1,0,0,0,0,0,654,4,0,0,0,0,28,0,0,1,1,1,0,0,0
474,6,0,0,0,0,0,0,1238,4,0,0,0,0,36,0,0,1,1,2,1,0,1
475,18,0,0,0,1,0,0,1245,4,0,0,0,0,33,0,0,1,1,1,0,0,0
476,18,0,0,1,0,0,0,3114,1,0,0,0,0,26,0,1,0,1,1,0,0,0
477,39,0,1,0,0,0,0,2569,4,0,0,0,0,24,0,0,1,1,1,0,0,1
478,24,0,0,0,1,0,0,5152,4,0,0,0,0,25,1,0,1,1,1,0,0,1
479,12,0,0,0,0,0,1,1037,3,0,0,1,0,39,0,0,1,1,1,0,0,1
480,15,0,0,1,0,0,0,1478,4,0,0,0,0,44,0,0,1,2,2,1,0,1
481,12,0,0,0,1,0,0,3573,1,0,0,1,0,23,0,0,1,1,1,0,0,1
482,24,1,0,0,0,0,0,1201,4,0,0,0,0,26,0,0,1,1,1,0,0,1
483,30,0,0,1,0,0,0,3622,4,0,0,0,0,57,0,1,0,2,1,1,0,1
484,15,0,0,1,0,0,0,960,3,0,0,0,0,30,0,0,1,2,1,0,0,1
485,12,1,0,0,0,0,0,1163,4,0,0,1,0,44,0,0,1,1,1,1,0,1
486,6,1,0,0,0,0,0,1209,4,0,0,0,0,47,0,0,1,1,1,1,0,0
487,12,0,0,0,1,0,0,3077,2,0,0,0,0,52,0,0,1,1,1,1,0,1
488,24,1,0,0,0,0,0,3757,4,1,0,0,1,62,0,0,0,1,1,1,0,1
489,10,1,0,0,0,0,0,1418,3,0,0,1,0,35,0,1,0,1,1,0,1,1
490,6,1,0,0,0,0,0,3518,2,0,1,0,0,26,0,1,0,1,1,0,0,1
491,12,0,0,0,1,0,0,1934,2,0,0,0,1,26,0,0,1,2,1,0,0,1
492,27,0,0,0,0,0,1,8318,2,0,0,0,1,42,0,0,0,2,1,1,0,0
493,6,0,0,0,1,0,0,1237,1,0,0,0,0,27,0,0,1,2,1,0,0,1
494,6,0,0,0,1,0,0,368,4,0,0,0,0,38,0,0,1,1,1,0,0,1
495,12,1,0,0,0,0,0,2122,3,0,0,1,0,39,0,1,0,2,2,0,1,1
496,24,0,0,1,0,0,0,2996,2,0,0,0,0,20,0,0,1,1,1,0,0,0
497,36,0,0,1,0,0,0,9034,4,1,0,0,1,29,0,1,0,1,1,1,0,0
498,24,0,0,1,0,0,0,1585,4,0,0,0,0,40,0,0,1,2,1,0,0,1
499,18,0,0,0,1,0,0,1301,4,0,1,1,0,32,0,0,1,1,1,0,0,1
500,6,1,0,0,0,0,0,1323,2,0,0,0,0,28,0,0,1,2,2,1,0,1
501,24,1,0,0,0,0,0,3123,4,0,0,0,0,27,0,0,1,1,1,0,0,0
502,36,0,1,0,0,0,0,5493,2,0,0,0,1,42,0,0,0,1,2,0,0,1
503,9,0,0,0,1,0,0,1126,2,0,0,1,0,49,0,0,1,1,1,0,0,1
504,24,0,0,0,1,0,0,1216,4,0,0,0,1,38,1,0,1,2,2,0,0,0
505,24,1,0,0,0,0,0,1207,4,0,0,0,0,24,0,1,0,1,1,0,0,0
506,10,1,0,0,0,0,0,1309,4,0,1,0,0,27,0,0,1,1,1,0,0,0
507,15,0,1,0,0,0,0,2360,2,0,0,0,0,36,0,0,1,1,1,1,0,1
508,15,1,0,0,0,0,0,6850,1,0,0,0,0,34,0,0,1,1,2,1,0,0
509,24,0,0,0,1,0,0,1413,4,0,0,0,0,28,0,0,1,1,1,0,0,1
510,39,0,1,0,0,0,0,8588,4,0,0,0,0,45,0,0,1,1,1,1,0,1
511,12,1,0,0,0,0,0,759,4,0,0,1,0,26,0,0,1,1,1,0,0,0
512,36,0,1,0,0,0,0,4686,2,0,0,0,1,32,0,0,0,1,1,1,0,1
513,15,0,0,0,0,0,1,2687,2,0,0,0,0,26,0,1,0,1,1,1,0,1
514,12,0,0,0,1,0,0,585,4,1,0,1,0,20,0,1,0,2,1,0,0,1
515,24,1,0,0,0,0,0,2255,4,0,0,0,0,54,0,0,1,1,1,0,0,1
516,6,1,0,0,0,0,0,609,4,0,0,0,0,37,0,0,1,2,1,0,1,1
517,6,1,0,0,0,0,0,1361,2,0,0,1,0,40,0,0,1,1,2,0,1,1
518,36,0,0,1,0,0,0,7127,2,0,0,0,0,23,0,1,0,2,1,1,0,0
519,6,1,0,0,0,0,0,1203,3,0,0,0,0,43,0,0,1,1,1,1,0,1
520,6,0,0,0,1,0,0,700,4,0,0,0,1,36,0,0,0,2,1,0,0,1
521,24,0,0,0,0,0,0,5507,3,0,0,0,1,44,0,0,0,2,1,0,0,1
522,18,0,0,0,1,0,0,3190,2,0,0,1,0,24,0,0,1,1,1,0,0,0
523,48,0,0,1,0,0,0,7119,3,0,0,0,1,53,0,0,0,2,2,0,0,0
524,24,0,1,0,0,0,0,3488,3,0,0,0,0,23,0,0,1,1,1,0,0,1
525,18,0,0,0,1,0,0,1113,4,0,1,1,0,26,0,0,1,1,2,0,0,1
526,26,0,1,0,0,0,0,7966,2,0,0,0,0,30,0,0,1,2,1,0,0,1
527,15,0,0,0,0,1,0,1532,4,0,0,0,0,31,0,0,1,1,1,0,0,1
528,4,0,0,0,1,0,0,1503,2,0,0,1,0,42,0,0,1,2,2,0,0,1
529,36,0,0,0,1,0,0,2302,4,0,0,0,0,31,0,1,0,1,1,0,0,0
530,6,1,0,0,0,0,0,662,3,0,0,1,0,41,0,0,1,1,2,1,0,1
531,36,0,0,0,0,1,0,2273,3,0,0,0,0,32,0,0,1,2,2,0,0,1
532,15,1,0,0,0,0,0,2631,2,0,0,0,0,28,0,1,0,2,1,1,0,0
533,12,0,1,0,0,0,0,1503,4,0,0,1,0,41,0,1,0,1,1,0,0,1
534,24,0,0,0,1,0,0,1311,4,0,0,0,0,26,0,0,1,1,1,1,0,1
535,24,0,0,0,1,0,0,3105,4,0,0,0,0,25,0,0,1,2,1,0,0,1
536,21,0,0,0,0,1,0,2319,2,0,0,0,0,33,0,1,0,1,1,0,0,0
537,6,1,0,0,0,0,0,1374,4,0,0,0,0,75,0,0,1,1,1,1,0,1
538,18,0,0,1,0,0,0,3612,3,0,0,0,0,37,0,0,1,1,1,1,0,1
539,48,1,0,0,0,0,0,7763,4,0,0,0,1,42,1,0,0,1,1,0,0,0
540,18,0,0,1,0,0,0,3049,1,0,0,0,0,45,1,0,1,1,1,0,0,1
541,12,0,0,0,1,0,0,1534,1,0,0,1,0,23,0,1,0,1,1,0,0,0
542,24,1,0,0,0,0,0,2032,4,0,0,0,1,60,0,0,0,2,1,1,0,1
543,30,0,0,1,0,0,0,6350,4,0,0,0,0,31,0,0,1,1,1,0,0,0
544,18,0,0,1,0,0,0,2864,2,0,0,1,0,34,0,0,1,1,2,0,0,0
545,12,1,0,0,0,0,0,1255,4,0,0,1,0,61,0,0,1,2,1,0,0,1
546,24,1,0,0,0,0,0,1333,4,0,0,1,0,43,0,0,0,2,2,0,0,0
547,24,1,0,0,0,0,0,2022,4,0,0,0,0,37,0,0,1,1,1,1,0,1
548,24,0,0,0,1,0,0,1552,3,0,0,0,0,32,1,0,1,1,2,0,0,1
549,12,0,0,0,1,0,0,626,4,0,0,1,0,24,1,0,1,1,1,0,0,0
550,48,0,1,0,0,0,0,8858,2,0,0,0,1,35,0,0,0,2,1,1,0,1
551,12,0,0,0,0,0,0,996,4,0,0,1,0,23,0,0,1,2,1,0,0,1
552,6,0,0,0,1,0,0,1750,2,0,0,0,0,45,1,0,1,1,2,0,0,1
553,48,0,0,0,1,0,0,6999,1,0,1,1,0,34,0,0,1,2,1,1,0,0
554,12,1,0,0,0,0,0,1995,4,0,0,0,0,27,0,0,1,1,1,0,0,1
555,9,0,0,0,0,1,0,1199,4,0,0,0,0,67,0,0,1,2,1,1,0,1
556,12,0,0,0,1,0,0,1331,2,0,0,0,0,22,1,0,1,1,1,0,0,0
557,18,1,0,0,0,0,0,2278,3,0,0,0,0,28,0,0,1,2,1,0,0,0
558,21,1,0,0,0,0,0,5003,1,0,0,0,0,29,1,0,1,2,1,1,0,0
559,24,0,0,1,0,0,0,3552,3,0,0,0,0,27,1,0,1,1,1,0,0,0
560,18,0,0,1,0,0,0,1928,2,0,0,1,0,31,0,0,1,2,1,0,0,0
561,24,0,1,0,0,0,0,2964,4,0,0,0,1,49,1,0,0,1,2,1,0,1
562,24,0,0,0,1,0,0,1546,4,0,1,0,0,24,1,1,0,1,1,0,0,0
563,6,0,0,0,1,0,0,683,2,0,0,0,0,29,1,0,1,1,1,0,0,1
564,36,1,0,0,0,0,0,12389,1,0,0,0,1,37,0,0,0,1,1,1,0,0
565,24,0,0,0,0,0,1,4712,4,0,0,0,0,37,1,0,1,2,1,1,0,1
566,24,0,0,0,1,0,0,1553,3,0,0,0,0,23,0,1,0,2,1,1,0,1
567,12,1,0,0,0,0,0,1372,2,0,0,0,0,36,0,0,1,1,1,0,0,0
568,24,0,0,0,1,0,0,2578,2,0,0,0,0,34,0,0,1,1,1,0,0,1
569,48,0,0,0,1,0,0,3979,4,0,0,0,0,41,0,0,1,2,2,1,0,1
570,48,0,0,0,1,0,0,6758,3,0,0,0,0,31,0,0,1,1,1,1,0,0
571,24,0,0,1,0,0,0,3234,4,0,0,1,0,23,0,1,0,1,1,1,0,0
572,30,0,0,0,1,0,0,5954,3,1,0,0,0,38,0,0,1,1,1,0,0,1
573,24,0,1,0,0,0,0,5433,2,0,0,0,0,26,0,1,0,1,1,1,0,1
574,15,0,0,0,0,0,1,806,4,0,0,0,0,22,0,0,1,1,1,0,0,1
575,9,0,0,0,1,0,0,1082,4,0,0,0,0,27,0,0,1,2,1,0,0,1
576,15,0,0,1,0,0,0,2788,2,1,0,0,0,24,1,0,1,2,1,0,0,1
577,12,0,0,0,1,0,0,2930,2,0,0,1,0,27,0,0,1,1,1,0,0,1
578,24,0,0,0,0,1,0,1927,3,0,0,0,0,33,0,0,1,2,1,1,0,1
579,36,1,0,0,0,0,0,2820,4,0,0,0,0,27,0,0,1,2,1,0,0,0
580,24,0,0,0,0,0,0,937,4,0,0,0,0,27,0,0,1,2,1,0,0,1
581,18,1,0,0,0,0,0,1056,3,0,1,1,0,30,1,0,1,2,1,0,0,0
582,12,1,0,0,0,0,0,3124,1,0,0,1,0,49,1,0,1,2,2,0,0,1
583,9,0,0,1,0,0,0,1388,4,0,0,1,0,26,0,1,0,1,1,0,0,1
584,36,0,0,0,0,0,0,2384,4,0,0,0,1,33,0,1,0,1,1,0,0,0
585,12,1,0,0,0,0,0,2133,4,0,0,0,1,52,0,0,0,1,1,1,0,1
586,18,0,0,1,0,0,0,2039,1,0,0,1,0,20,1,1,0,1,1,0,0,0
